palavra correta;palavra digitada;px;p1;p2;p3;p4;p1_lx;p1_l1;p1_l2;p1_l3;p1_l4
accepted;execpted;7;84;73;16;11;executed;excepted;executed;exec;exec
access;acess;1;2;1;12;12;access;cases;access;aces;aces
accessibility;accessability;1;1;1;1;3;accessibility;accessibility;accessibility;accessibility;addressability
accessible;accesible;1;1;1;1;1;accessible;accessible;accessible;accessible;accessible
accessible;accessable;1;2;1;4;21;accessible;cascabels;accessible;access;accessary
accessing;accesing;1;2;1;1;1;accessing;accinges;accessing;accessing;accessing
accession;accesion;1;2;1;1;1;accession;accension;accession;accession;accession
accident;a_canet;1708;683;46030;3427;1000;cane;catena;cane;cane;carcanet
accident;acadent;2305;108;21;120;120;cadent;adjacent;cadent;cadent;cadent
accident;accdient;5;1;8;53;1233;audients;accident;accent;audient;audient
accident;accedent;8;8;14;25;119;accedence;accented;accented;accede;accede
accident;accend;1929;10;70;624;1022;accend;accend;accend;accend;accend
accident;accicent;1;1;5;5;109;accident;accident;accent;accent;dicentra
accident;acciendent;1;13;1;2;30;accident;concertinaed;accident;pendent;pendent
accident;accierdent;1;17;1;1;7;accident;concertinaed;accident;accident;ardent
accident;accsident;1;4;1;1;27;accident;accidents;accident;accident;resident
accident;accxident;1;1;1;1;8;accident;accident;accident;accident;bident
accident;acddent;1970;65;2;77;77;dent;adducent;dent;dent;suddenty
accident;acdend;2107;451;83;590;968;ended;danced;ended;addend;addend
accident;acdent;2840;24;2;45;45;dent;cadent;dent;dent;dent
accident;acedcedt;1042;132;9561;2390;985;retraced;acceded;acceded;aced;aced
accident;acedent;3139;184;51;132;130;decent;enacted;accented;decedent;decedent
accident;aciadent;5;29;1;80;80;cadential;cadential;accident;cadent;cadent
accident;aciddent;1;15;1;10;129;accident;dedicant;accident;bidden;bidden
accident;acident;2591;1;1;1;1;bident;accident;accident;accident;accident
accident;aciedent;20;30;2;116;90;decedent;declinate;accidented;sedent;sedent
accident;acsdent;2656;246;2;47;47;dent;decants;dent;dent;dent
accident;acsedent;27;1175;14;75;76;sedentary;anecdotes;sedent;sedent;sedent
accident;acsident;5;61;1;18;22;resident;distance;accident;resident;resident
accident;addinent;183;340;5523;2020;1372;faddiness;inundated;adding;faddiness;faddiness
accident;advainet;1557;473;57594;6244;1271;stovaine;navigated;vainer;vainer;vainer
accident;afanat;1562;13993;45842;3732;1062;fanatic;fantasia;fanatic;fanatic;fanatic
accident;agisted;3520;3803;67594;12177;2164;agisted;agisted;agisted;agisted;agisted
accident;akcdent;1784;51;57;45;45;dent;anticked;dent;dent;dent
accident;ancident;4;26;6;5;6;incident;incanted;incident;incident;incident
accident;andandn;1103;12689;27062;3674;1206;randan;nanna;randan;randan;randan
accident;andexns;1928;11100;15102;4835;1308;spandex;annexed;spandex;spandex;spandex
accident;andient;2793;180;4392;1867;1557;endian;anointed;dandie;dandie;dandie
accident;andint;2989;524;25289;7247;1457;andine;daint;indicant;andine;andine
accident;andires;4535;8624;71902;7710;1408;randies;randies;direst;direst;direst
accident;anitharent;2884;24786;8998;2398;1495;charente;transleithan;charente;charente;charente
accident;anteght;1883;13623;17210;7523;1269;ante;gnathite;ante;ante;mantegna
accident;asabed;2372;36356;39013;1959;938;abed;abased;abed;abed;abed
accident;asadun;2114;34401;29443;1482;920;adunc;landaus;adunc;adunc;adunc
accident;ascended;2035;5714;3862;6019;1848;ascended;ascended;ascended;ascended;ascended
accident;asdent;3646;1996;74;47;47;dent;staned;dent;dent;dent
accident;asedend;3079;18138;3882;1228;1099;sended;deadens;sended;sedent;sedent
accident;aserdent;96;20233;575;114;111;tenterden;adherents;assenter;tenterden;ardent
accident;asident;3477;559;27;23;25;aside;detains;aside;aside;aside
accident;askedent;45;7716;268;115;115;edentata;nakedest;asked;asked;asked
accident;askendent;2654;11265;406;264;251;pendents;nakedest;ascendent;pendent;pendent
accident;asterdet;3502;45949;35271;11228;2424;masterdom;restated;aster;aster;aster
accident;ataren;4175;16086;24869;4261;1085;aren;antares;aren;aren;aren
accident;axcident;1;3;1;1;1;accident;inexact;accident;accident;accident
accident;axedent;2438;1365;176;84;85;dented;dentex;dented;sedent;sedent
accident;axedents;82;7311;327;167;168;antecedents;extends;dents;dents;dents
accident;axedet;2318;4977;11866;1941;947;axed;exacted;axed;axed;axed
accident;axerdent;47;8040;284;85;85;tenterden;ardente;ardent;tenterden;ardent
accident;axident;2028;53;12;9;8;bident;danite;bident;bident;bident
accident;axidint;1604;625;1518;5513;1098;dint;oxidating;dint;dint;dint
accident;axseadent;1934;10641;239;103;102;decadents;antedates;cadent;cadent;cadent
accident;castan;3216;9703;54308;6082;1579;canasta;acanths;canasta;castanea;castanea
accident;esadend;2770;18138;3280;959;1064;sadden;deadens;addend;pesade;pesade
accident;exedelt;1633;30638;13334;2435;978;telexed;telexed;desexed;exed;exed
accident;exedent;1726;7492;209;89;89;dentex;dentexes;dentexes;sedent;sedent
accident;exiedent;49;3473;296;84;80;decedent;expedient;denied;sedent;sedent
accident;harcent;2840;3764;2845;1654;1522;centare;chanter;cent;marcescent;larceny
accident;sedent;4235;14662;263;74;76;sedent;nested;sedent;sedent;sedent
accidentally;accidently;6;1;3;8;7;accident;accidentally;accident;accident;accident
accommodate;accmodate;1;1;1;1;2;accommodate;accommodate;accommodate;accommodate;iodate
accommodate;accodate;1;11;1;1;2;accommodate;accoasted;accommodate;accommodate;iodate
accommodate;accomadate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accomadite;3;8;13;40;27;accompted;democratical;accompted;accompt;accompt
accommodate;accomdate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accomidate;1;8;1;1;2;accommodate;democratical;accommodate;accommodate;intimidate
accommodate;accommadate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accommdate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accommedate;1;1;2;1;1;accommodate;accommodate;accommodated;accommodate;accommodate
accommodate;accommidate;1;2;1;1;1;accommodate;accommodative;accommodate;accommodate;accommodate
accommodate;accommodation;4;13;6;6;6;accommodation;accommodation;accommodation;accommodation;accommodation
accommodate;accommondate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accomnadate;1;10;1;1;3;accommodate;adenomata;accommodate;accommodate;vanadate
accommodate;accomnodate;1;2;1;1;1;accommodate;cacodaemon;accommodate;accommodate;accommodate
accommodate;accomodat;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accomodate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accomodaty;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;accomode;1;6;3;4;15;accommodate;cacodemon;commode;comodo;comodo
accommodate;accomodiate;1;2;1;1;46;accommodate;accommodative;accommodate;accommodate;comodo
accommodate;accomondate;1;2;1;1;1;accommodate;cacodaemon;accommodate;accommodate;accommodate
accommodate;accondate;1;67;1;2;24;accommodate;coadjacent;accommodate;undate;undate
accommodate;acomadate;2;11;2;20;221;vanadate;adenomata;comate;comate;gradate
accommodate;acomidate;8;150;1;48;258;intimidate;camaldolite;accommodate;intimidate;intimidate
accommodate;acommodate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodate;acommodiate;2;2;1;5;27;commodity;accommodative;accommodate;commodity;commodity
accommodate;acomodate;1;1;1;1;3;accommodate;accommodate;accommodate;accommodate;comodo
accommodate;aconadate;127;1043;37;386;279;vanadate;adenomata;diaconate;vanadate;vanadate
accommodate;acromodate;1;6;1;2;1;accommodate;motorcade;accommodate;iodate;accommodate
accommodate;eccommodate;1;1;1;1;1;accommodate;accommodate;accommodate;accommodate;accommodate
accommodation;accamadation;5;16;21;17;77;datamation;acclamation;macadamisation;gradation;gradation
accommodation;accamation;67;96;129;217;2405;acclamation;acclamation;acclamation;acclamation;datamation
accommodation;accomadation;1;2;1;1;2;accommodation;accommodating;accommodation;accommodation;gradation
accommodation;accomdation;1;2;1;1;1;accommodation;accommodating;accommodation;accommodation;accommodation
accommodation;accomdition;1;37;4;6;49;accommodation;iconomatic;accordion;edition;edition
accommodation;accomedation;1;3;1;1;3;accommodation;cacodaemon;accommodation;accommodation;sedation
accommodation;accomidation;1;3;1;1;4;accommodation;iconomatic;accommodation;accommodation;nidation
accommodation;accommadation;1;2;1;1;1;accommodation;accommodating;accommodation;accommodation;accommodation
accommodation;accommadition;1;2;1;2;11;accommodation;accommodating;accommodation;tradition;tradition
accommodation;accommidation;1;2;1;1;1;accommodation;accommodating;accommodation;accommodation;accommodation
accommodation;accommodiation;1457;1;1;1;1;accommodations;accommodation;accommodation;accommodation;accommodation
accommodation;accommtation;1;2;1;1;1;accommodation;accommodating;accommodation;accommodation;accommodation
accommodation;accomodation;1;1;1;1;1;accommodation;accommodation;accommodation;accommodation;accommodation
accommodation;accondutelion;64;3311;130;94;650;conduction;codeclination;conduction;conduction;pelion
accommodation;acomadation;8;12;1;17;79;gradation;coadaptation;accommodation;gradation;gradation
accommodation;acomedation;5;75;2;11;74;sedation;declamation;commendation;sedation;sedation
accommodation;acomidation;13;41;1;29;79;nidation;toxicomania;accommodation;nidation;nidation
accommodation;acommadition;27;3;10;88;327;tradition;monodramatic;addition;tradition;tradition
accommodation;acommodation;1;1;1;1;1;accommodation;accommodation;accommodation;accommodation;accommodation
accommodation;acomodation;1;1;1;1;3;accommodation;accommodation;accommodation;accommodation;nodation
accommodation;addcomadiation;1335;53;103;190;2438;mediatisations;disaccommodating;nomadisation;radiation;radiation
accommodation;comadation;7;9;7;25;88;gradation;machairodont;dalmation;gradation;gradation
accommodation;ecomodation;1;30;1;1;3;accommodation;cognominated;accommodation;accommodation;nodation
accommodations;accomodations;3822;1;1;1;1;accommodation;accommodations;accommodations;accommodations;accommodations
accompanied;acompanied;2;1;1;2;2;companied;accompanied;accompanied;companied;companied
accompaniment;accompanimen;1;1;1;1;1;accompaniment;accompaniment;accompaniment;accompaniment;accompaniment
accompany;acompany;1;1;1;2;2;accompany;accompany;accompany;company;company
accompanying;accampaninesing;1078;61;7;48;2579;campanological;academicians;campaniles;campanile;campanile
accompanying;accmpaning;1;1;1;28;1093;accompanying;accompanying;accompanying;spaning;spaning
accompanying;accominating;117;38;144;271;1119;dominating;communicating;comminating;dominating;dominating
accompanying;accommampaning;1022;1;1;7;26;accompaniments;accompanying;accompanying;accompanied;accompanied
accompanying;accompagnying;1;1;1;1;1;accompanying;accompanying;accompanying;accompanying;accompanying
accompanying;accompaining;2;1;2;4;18;complaining;accompanying;complaining;paining;paining
accompanying;accompanied;13;149;15;14;14;accompanied;accompanied;accompanied;accompanied;accompanied
accompanying;accompaning;1;1;1;8;11;accompanying;accompanying;accompanying;accompanied;accompanied
accompanying;accompanining;1;1;1;8;11;accompanying;accompanying;accompanying;accompanied;accompanied
accompanying;accompanning;1;1;1;2;11;accompanying;accompanying;accompanying;accompany;accompany
accompanying;accompany;2;4;3;3;2;accompany;accompany;accompany;accompany;accompany
accompanying;accompaying;1;1;1;1;1;accompanying;accompanying;accompanying;accompanying;accompanying
accompanying;accompenied;34;1829;93;45;37;accompanied;accompanied;accompanied;accompanied;accompanied
accompanying;accompening;3;3;2;12;49;dampening;panicmonger;accompting;dampening;dampening
accompanying;accompied;31;1316;58;23;19;accompanied;accompanied;accompanied;accompt;accompt
accompanying;accomping;5;10;4;12;28;accompting;accompting;comping;comping;comping
accompanying;accompining;3;3;4;16;35;accompting;championing;comping;comping;pining
accompanying;accompning;2;1;2;5;19;accompting;accompanying;accompting;accompting;accompt
accompanying;accompnying;1;1;1;1;1;accompanying;accompanying;accompanying;accompanying;accompanying
accompanying;accomponing;4;4;3;11;47;imponing;cognomina;accompting;imponing;imponing
accompanying;accomponying;1;1;1;1;3;accompanying;accompanying;accompanying;accompanying;compony
accompanying;accompying;1;1;1;1;2;accompanying;accompanying;accompanying;accompanying;accompt
accompanying;accompyning;2;1;2;5;21;accompting;accompanying;accompting;accompting;accompt
accompanying;acconpaning;1;1;1;27;1139;accompanying;accompanying;accompanying;spaning;spaning
accompanying;acconpenying;1;8;1;3;4;accompanying;conveyancing;accompanying;denying;denying
accompanying;accopaning;1;1;1;26;1173;accompanying;accompanying;accompanying;spaning;spaning
accompanying;accumpanying;1;1;1;1;2;accompanying;accompanying;accompanying;accompanying;companying
accompanying;accumptaining;160;38;174;1544;2528;captaining;acuminating;captaining;captaining;captaining
accompanying;acommpanying;2;1;1;2;2;companying;accompanying;accompanying;companying;companying
accompanying;acompamion;54;316;99;117;80;companion;monomaniac;compaction;companion;camion
accompanying;acompanied;32;1149;27;42;34;companied;accompanied;accompanied;companied;companied
accompanying;acompaning;6;1;1;16;36;companion;accompanying;accompanying;companied;companied
accompanying;acompanning;6;1;1;24;53;pannings;accompanying;accompanying;panning;panning
accompanying;acompanying;2;1;1;2;2;companying;accompanying;accompanying;companying;companying
accompanying;acompning;34;21;5;88;1298;complaining;champignon;comping;comping;comp
accompanying;acumaning;1031;169;904;17749;2508;womaning;manganic;manning;womaning;womaning
accompanying;companying;2;4;2;2;2;companying;companying;companying;companying;companying
accompanying;occompanying;1;1;1;1;1;accompanying;accompanying;accompanying;accompanying;accompanying
accomplice;acomplice;2;1;1;2;2;complice;accomplice;accomplice;complice;complice
accomplish;acomplish;2;1;1;2;2;complish;accomplish;accomplish;complish;complish
accomplished;accamplish;2;50;3;3;7;accomplish;pachalics;accomplish;accomplish;complish
accomplished;accaplished;1;8;1;1;2;accomplished;asclepiadic;accomplished;accomplished;complished
accomplished;accomplish;3;3;3;3;3;accomplish;accomplish;accomplish;accomplish;accomplish
accomplished;aclimplised;65;188;12;229;196;climatised;diplomacies;acclimatised;simplism;simplism
accomplished;aclomplished;2;1;1;2;2;complished;accomplished;accomplished;complished;complished
accomplished;acolpleshed;63;127;6;483;444;helpless;placeholders;fleshed;fleshed;fleshed
accomplished;acolplished;2;9;1;4;2;complished;alcoholised;accomplished;complished;complished
accomplished;acombished;2;46;1;15;120;complished;scombridae;accomplished;furbished;furbished
accomplished;acompilsh;57;26;31;448;447;compiles;accomplish;compile;compile;compile
accomplished;acomplised;8;6;2;15;9;complish;diplomacies;accomplis;complish;complish
accomplished;acomplished;2;1;1;2;2;complished;accomplished;accomplished;complished;complished
accomplished;acomplisht;7;172;4;7;6;complish;homoplastic;accomplish;complish;complish
accomplished;acomplshed;2;1;1;2;3;complished;accomplished;accomplished;complished;complished
accomplished;aconplised;327;313;4;1383;1327;coalised;endoplasmic;coalised;coalised;coalised
accomplished;aconplish;7;654;3;27;7;complish;clanship;accomplish;complish;complish
accomplished;acoplished;3;3;1;4;2;complished;dicephalous;accomplished;complished;complished
accomplished;acoumpish;185;234;31;3024;1181;frumpish;hippocampus;dumpish;dumpish;dumpish
accomplished;acumlished;8;101;4;24;21;abolished;alchemised;scumfished;polished;polished
accomplished;acuplished;2;128;1;4;2;complished;dicephalous;accomplished;complished;complished
accomplished;apcomplished;2;1;2;2;2;complished;accomplished;complished;complished;complished
accordance;acaurtens;1714;13539;40398;5279;1308;heartens;cauterants;fourteens;martens;martens
accordance;accordars;3;206;7;4;4;accordant;accorders;accord;accord;accord
accordance;accordence;3;1;1;5;11;accorded;accordance;accordance;accorded;accorded
accordance;accordences;6;13;3;7;17;accordances;accordances;accordances;accordances;accorded
accordance;accordense;8;231;23;12;12;accorded;consecrated;accorded;accorded;accorded
accordance;accordince;4;2;2;5;21;according;accordancies;according;according;according
accordance;accrdanse;3;26;4;9;109;accordant;accordances;danse;danse;danse
accordance;acoadens;1610;263;4306;4900;1230;broadens;cassonade;broadens;broadens;broadens
accordance;acoradance;2;1;1;3;32;contradance;accordance;accordance;contradance;contradance
accordance;acordance;1;1;1;1;1;accordance;accordance;accordance;accordance;accordance
accordance;acordence;18;36;1;39;431;accorded;encroached;accordance;corded;corded
accordance;acordenin;77;1724;111;345;335;gardening;ordinance;accorded;burdening;burdening
accordance;acordens;44;843;59;249;244;accorded;dracones;accorded;corded;corded
accordance;acordense;89;2356;101;349;338;condense;coarsened;accorded;dense;dense
accordance;acordenst;63;3528;70;264;257;mordents;doncaster;accorded;corded;corded
accordance;acordise;200;7511;72;284;257;recordist;idocrase;disaccord;recordist;recordist
accordance;acordounse;76;3460;85;194;186;cordobas;neoceratodus;counselor;cordon;cordon
accordance;acorduse;68;4787;24;95;89;corduroys;caroused;accord;cord;corduroy
accordance;acorrdance;1;3;1;1;2;accordance;carronade;accordance;accordance;dance
accordance;acorrdens;357;1535;72;2437;1355;corrodent;carronades;accorded;burdens;burdens
accordance;acourdance;1;2;1;2;2;accordance;ecuadoran;accordance;dance;dance
accordance;adcordence;10;76;12;41;427;accorded;decahedron;cadence;corded;corded
accordance;arcordance;1;3;1;1;1;accordance;carronade;accordance;accordance;accordance
accordance;arroduce;1331;2044;22907;2900;1316;producer;corrade;produce;produce;produce
according;acording;2;1;1;3;3;cordings;according;according;cording;cording
accordingly;acordingly;1;1;1;1;1;accordingly;accordingly;accordingly;accordingly;accordingly
accordion;acordian;17;99;8;35;32;cordiale;orcadian;cordial;cordial;cordial
account;acount;1;3;1;4;4;account;noctua;account;count;count
accounts;acounts;2763;4;1;3;2;counts;conatus;accounts;counts;counts
accrued;accewed;23;72;55;293;1159;accede;accede;accede;dewed;dewed
accrued;accrewed;1290;17;16;62;64;concrewed;acceder;crewed;crewed;crewed
accrued;accrode;14;15;36;19;22;rode;accorded;rode;rode;rode
accrued;accrood;12;176;27;16;16;rood;coracoid;rood;rood;rood
accrued;accrored;1590;42;12;33;27;accredit;accorder;acred;crore;crore
accrued;accroud;11;7;29;17;17;nacrous;accord;nacrous;accra;accra
accrued;accroued;1401;3;1;1;19;crouched;accourted;accrued;accrued;roue
accrued;accroved;1649;26;3;53;53;approved;accorded;roved;roved;roved
accrued;accrowved;1196;48;2;16;16;microwave;cowardice;crowed;crow;crow
accrued;accrud;2;1;4;3;3;accrue;accrued;accrue;accrue;accrue
